region_def,ssp,approach,n,budget_share
witch17,SSP2,gdp_percapita,ssa,0.021501260523625023
witch17,SSP2,gdp_percapita,te,0.05938885553176128
witch17,SSP2,gdp_percapita,usa,0.10762631942119773
witch17,SSP3,gdp_percapita,brazil,0.03539738621094157
witch17,SSP3,gdp_percapita,canada,0.1417743094093117
witch17,SSP3,gdp_percapita,china,0.05990231644300014
witch17,SSP3,gdp_percapita,europe,0.09571154367802404
witch17,SSP3,gdp_percapita,india,0.02116125768553345
witch17,SSP3,gdp_percapita,indonesia,0.03268829102662648
witch17,SSP3,gdp_percapita,jpnkor,0.10829773783740491
witch17,SSP3,gdp_percapita,laca,0.04053208767555507
witch17,SSP3,gdp_percapita,mena,0.03944162266584599
witch17,SSP3,gdp_percapita,mexico,0.047994374706957055
witch17,SSP3,gdp_percapita,oceania,0.07514134729662503
witch17,SSP3,gdp_percapita,sasia,0.013144681903215966
witch17,SSP3,gdp_percapita,seasia,0.030220658400751218
witch17,SSP3,gdp_percapita,southafrica,0.04707113467719623
witch17,SSP3,gdp_percapita,ssa,0.011565542689889356
witch17,SSP3,gdp_percapita,te,0.05607070022438131
witch17,SSP3,gdp_percapita,usa,0.14388500746874028
witch17,SSP4,gdp_percapita,brazil,0.04705289834477714
witch17,SSP4,gdp_percapita,canada,0.10406495916405736
witch17,SSP4,gdp_percapita,china,0.07048546419853081
witch17,SSP4,gdp_percapita,europe,0.09184862203614655
witch17,SSP4,gdp_percapita,india,0.029873195597205277
witch17,SSP4,gdp_percapita,indonesia,0.048270267584911285
witch17,SSP4,gdp_percapita,jpnkor,0.11065395576464566
witch17,SSP4,gdp_percapita,laca,0.038544307858800385
witch17,SSP4,gdp_percapita,mena,0.04177280677307985
witch17,SSP4,gdp_percapita,mexico,0.060408417696179044
witch17,SSP4,gdp_percapita,oceania,0.08020540064163219
witch17,SSP4,gdp_percapita,sasia,0.007909368860510912
witch17,SSP4,gdp_percapita,seasia,0.02591082802318964
witch17,SSP4,gdp_percapita,southafrica,0.0509835753333175
witch17,SSP4,gdp_percapita,ssa,0.006610416320555185
witch17,SSP4,gdp_percapita,te,0.0594756087232228
witch17,SSP4,gdp_percapita,usa,0.12592990707923837
witch17,SSP5,gdp_percapita,brazil,0.054561690764903
witch17,SSP5,gdp_percapita,canada,0.07965454916777966
witch17,SSP5,gdp_percapita,china,0.06926274064446304
witch17,SSP5,gdp_percapita,europe,0.06964728718181071
witch17,SSP5,gdp_percapita,india,0.04514800089657098
witch17,SSP5,gdp_percapita,indonesia,0.06138983019675218
witch17,SSP5,gdp_percapita,jpnkor,0.08101579840715768
witch17,SSP5,gdp_percapita,laca,0.051752428530060214
witch17,SSP5,gdp_percapita,mena,0.049248026740891696
witch17,SSP5,gdp_percapita,mexico,0.06220416437042974
witch17,SSP5,gdp_percapita,oceania,0.07416969837216289
witch17,SSP5,gdp_percapita,sasia,0.030934119458606295
witch17,SSP5,gdp_percapita,seasia,0.041891371965898754
witch17,SSP5,gdp_percapita,southafrica,0.048005397883388916
witch17,SSP5,gdp_percapita,ssa,0.03319412246595088
witch17,SSP5,gdp_percapita,te,0.058202416238048886
witch17,SSP5,gdp_percapita,usa,0.08971835671512451
witch17,SSP1,gdp_percapita_inv,brazil,0.057726832682179784
witch17,SSP1,gdp_percapita_inv,canada,0.039166813187611546
witch17,SSP1,gdp_percapita_inv,china,0.04399822629396588
witch17,SSP1,gdp_percapita_inv,europe,0.041738144618249255
witch17,SSP1,gdp_percapita_inv,india,0.0718224117244529
witch17,SSP1,gdp_percapita_inv,indonesia,0.052637448168339596
witch17,SSP1,gdp_percapita_inv,jpnkor,0.03601800156472902
witch17,SSP1,gdp_percapita_inv,laca,0.061874813958499954
witch17,SSP1,gdp_percapita_inv,mena,0.0681392588838501
witch17,SSP1,gdp_percapita_inv,mexico,0.05037453898756728
witch17,SSP1,gdp_percapita_inv,oceania,0.04097308988949749
witch17,SSP1,gdp_percapita_inv,sasia,0.10789506044641056
witch17,SSP1,gdp_percapita_inv,seasia,0.07687522612989686
witch17,SSP1,gdp_percapita_inv,southafrica,0.06264313218729589
witch17,SSP1,gdp_percapita_inv,ssa,0.10300128852395812
witch17,SSP1,gdp_percapita_inv,te,0.05415971178619872
witch17,SSP1,gdp_percapita_inv,usa,0.03095600096729706
witch17,SSP2,gdp_percapita_inv,brazil,0.06183943237010083
witch17,SSP2,gdp_percapita_inv,canada,0.029421066119884254
witch17,SSP2,gdp_percapita_inv,china,0.04167638467176221
witch17,SSP2,gdp_percapita_inv,europe,0.03291955112363408
witch17,SSP2,gdp_percapita_inv,india,0.08103911299837503
witch17,SSP2,gdp_percapita_inv,indonesia,0.06085328795668986
witch17,SSP2,gdp_percapita_inv,jpnkor,0.030177214499926903
witch17,SSP2,gdp_percapita_inv,laca,0.058387589031638994
witch17,SSP2,gdp_percapita_inv,mena,0.061270565718074835
witch17,SSP2,gdp_percapita_inv,mexico,0.04688473009309941
witch17,SSP2,gdp_percapita_inv,oceania,0.03680436555182003
witch17,SSP2,gdp_percapita_inv,sasia,0.12538059794469356
witch17,SSP2,gdp_percapita_inv,seasia,0.07467383056216949
witch17,SSP2,gdp_percapita_inv,southafrica,0.0541591955007085
witch17,SSP2,gdp_percapita_inv,ssa,0.13094544121522603
witch17,SSP2,gdp_percapita_inv,te,0.04740775050706054
witch17,SSP2,gdp_percapita_inv,usa,0.02615988413513536
witch17,SSP3,gdp_percapita_inv,brazil,0.05943044619730586
witch17,SSP3,gdp_percapita_inv,canada,0.014838248660842707
witch17,SSP3,gdp_percapita_inv,china,0.0351185493592117
witch17,SSP3,gdp_percapita_inv,europe,0.021979401605008674
witch17,SSP3,gdp_percapita_inv,india,0.0994119767358047
witch17,SSP3,gdp_percapita_inv,indonesia,0.06435584090404267
witch17,SSP3,gdp_percapita_inv,jpnkor,0.019424989835826738
witch17,SSP3,gdp_percapita_inv,laca,0.05190165563574835
witch17,SSP3,gdp_percapita_inv,mena,0.05333661027481708
witch17,SSP3,gdp_percapita_inv,mexico,0.04383185466170223
witch17,SSP3,gdp_percapita_inv,oceania,0.027996336669745957
witch17,SSP3,gdp_percapita_inv,sasia,0.16004057551365578
witch17,SSP3,gdp_percapita_inv,seasia,0.06961074205723879
witch17,SSP3,gdp_percapita_inv,southafrica,0.04469156036201853
witch17,SSP3,gdp_percapita_inv,ssa,0.18189223914011982
witch17,SSP3,gdp_percapita_inv,te,0.03751839103696215
witch17,SSP3,gdp_percapita_inv,usa,0.014620581349948182
witch17,SSP4,gdp_percapita_inv,brazil,0.038036649621497276
witch17,SSP4,gdp_percapita_inv,canada,0.01719824446569684
witch17,SSP4,gdp_percapita_inv,china,0.025391541764912182
witch17,SSP4,gdp_percapita_inv,europe,0.019485699059392275
witch17,SSP4,gdp_percapita_inv,india,0.059911053110891566
witch17,SSP4,gdp_percapita_inv,indonesia,0.03707737076178271
witch17,SSP4,gdp_percapita_inv,jpnkor,0.016174158399026202
witch17,SSP4,gdp_percapita_inv,laca,0.04643317541393049
witch17,SSP4,gdp_percapita_inv,mena,0.042844490142558415
witch17,SSP4,gdp_percapita_inv,mexico,0.029627238657658497
witch17,SSP4,gdp_percapita_inv,oceania,0.022314390224331362
witch17,SSP4,gdp_percapita_inv,sasia,0.22628033153843932
witch17,SSP4,gdp_percapita_inv,seasia,0.06907284500574211
witch17,SSP4,gdp_percapita_inv,southafrica,0.035104140820164
witch17,SSP4,gdp_percapita_inv,ssa,0.2707446129302041
witch17,SSP4,gdp_percapita_inv,te,0.030091909043671528
witch17,SSP4,gdp_percapita_inv,usa,0.014212149040101095
witch17,SSP5,gdp_percapita_inv,brazil,0.058159922069896904
witch17,SSP5,gdp_percapita_inv,canada,0.03983832331038007
witch17,SSP5,gdp_percapita_inv,china,0.04581545075118609
witch17,SSP5,gdp_percapita_inv,europe,0.045562487948810175
witch17,SSP5,gdp_percapita_inv,india,0.07028669309540983
witch17,SSP5,gdp_percapita_inv,indonesia,0.05169103209307223
witch17,SSP5,gdp_percapita_inv,jpnkor,0.039168949084975174
witch17,SSP5,gdp_percapita_inv,laca,0.0613170004388368
witch17,SSP5,gdp_percapita_inv,mena,0.06443514375884038
witch17,SSP5,gdp_percapita_inv,mexico,0.05101432862261998
witch17,SSP5,gdp_percapita_inv,oceania,0.042784368179115656
witch17,SSP5,gdp_percapita_inv,sasia,0.10258264138194874
witch17,SSP5,gdp_percapita_inv,seasia,0.07575077000275302
witch17,SSP5,gdp_percapita_inv,southafrica,0.06610305971417885
witch17,SSP5,gdp_percapita_inv,ssa,0.09559836040683443
witch17,SSP5,gdp_percapita_inv,te,0.05452185472695334
witch17,SSP5,gdp_percapita_inv,usa,0.03536961441418848
witch17,SSP1,current_emis_percapita,brazil,0.040035523928563764
witch17,SSP1,current_emis_percapita,canada,0.15636282157381867
witch17,SSP1,current_emis_percapita,china,0.05851013165962295
witch17,SSP1,current_emis_percapita,europe,0.04906359606740925
witch17,SSP1,current_emis_percapita,india,0.013718123475315478
witch17,SSP1,current_emis_percapita,indonesia,0.05643871319388447
witch17,SSP1,current_emis_percapita,jpnkor,0.08420150621661208
witch17,SSP1,current_emis_percapita,laca,0.04229492517644029
witch17,SSP1,current_emis_percapita,mena,0.05245362587534311
witch17,SSP1,current_emis_percapita,mexico,0.03647773660855082
witch17,SSP1,current_emis_percapita,oceania,0.09612302289533532
witch17,SSP1,current_emis_percapita,sasia,0.006870164099618329
witch17,SSP1,current_emis_percapita,seasia,0.02814779316450167
witch17,SSP1,current_emis_percapita,southafrica,0.06891050095070832
witch17,SSP1,current_emis_percapita,ssa,0.01569371545753031
witch17,SSP1,current_emis_percapita,te,0.06205717245760726
witch17,SSP1,current_emis_percapita,usa,0.13264092719913784
witch17,SSP2,current_emis_percapita,brazil,0.03999183959642342
witch17,SSP2,current_emis_percapita,canada,0.15653587968919766
witch17,SSP2,current_emis_percapita,china,0.05855852412143801
witch17,SSP2,current_emis_percapita,europe,0.04912843615817737
witch17,SSP2,current_emis_percapita,india,0.01372740762080537
witch17,SSP2,current_emis_percapita,indonesia,0.05631442093116742
witch17,SSP2,current_emis_percapita,jpnkor,0.08430916603656897
witch17,SSP2,current_emis_percapita,laca,0.04218638993681982
witch17,SSP2,current_emis_percapita,mena,0.05242068238550178
witch17,SSP2,current_emis_percapita,mexico,0.036506565969195694
witch17,SSP2,current_emis_percapita,oceania,0.09595387039397076
witch17,SSP2,current_emis_percapita,sasia,0.0068656257573669185
witch17,SSP2,current_emis_percapita,seasia,0.028110681683739567
witch17,SSP2,current_emis_percapita,southafrica,0.06895887798862904
witch17,SSP2,current_emis_percapita,ssa,0.015562625851760112
witch17,SSP2,current_emis_percapita,te,0.062087031137214484
witch17,SSP2,current_emis_percapita,usa,0.13278197474202338
witch17,SSP3,current_emis_percapita,brazil,0.0399741272157599
witch17,SSP3,current_emis_percapita,canada,0.15704173066551524
witch17,SSP3,current_emis_percapita,china,0.058643992237419555
witch17,SSP3,current_emis_percapita,europe,0.04918789764434348
witch17,SSP3,current_emis_percapita,india,0.01374594106004123
witch17,SSP3,current_emis_percapita,indonesia,0.05622457057749124
witch17,SSP3,current_emis_percapita,jpnkor,0.08445981668077197
witch17,SSP3,current_emis_percapita,laca,0.042042355299000654
witch17,SSP3,current_emis_percapita,mena,0.05189826563622063
witch17,SSP3,current_emis_percapita,mexico,0.036556119638558045
witch17,SSP3,current_emis_percapita,oceania,0.09572472107128369
witch17,SSP3,current_emis_percapita,sasia,0.0068651440676465786
witch17,SSP3,current_emis_percapita,seasia,0.028062819658139983
witch17,SSP3,current_emis_percapita,southafrica,0.06904837767094135
witch17,SSP3,current_emis_percapita,ssa,0.015462825926831967
witch17,SSP3,current_emis_percapita,te,0.062088807021662924
witch17,SSP3,current_emis_percapita,usa,0.1329724879283715
witch17,SSP4,current_emis_percapita,brazil,0.04004853927993744
witch17,SSP4,current_emis_percapita,canada,0.1566161484700234
witch17,SSP4,current_emis_percapita,china,0.05856168237847397
witch17,SSP4,current_emis_percapita,europe,0.049111820041915444
witch17,SSP4,current_emis_percapita,india,0.013730335620922003
witch17,SSP4,current_emis_percapita,indonesia,0.056524273512215756
witch17,SSP4,current_emis_percapita,jpnkor,0.08430652370047821
witch17,SSP4,current_emis_percapita,laca,0.04212904259468417
witch17,SSP4,current_emis_percapita,mena,0.05240451880877272
witch17,SSP4,current_emis_percapita,mexico,0.036519149817687176
witch17,SSP4,current_emis_percapita,oceania,0.09584007626808677
witch17,SSP4,current_emis_percapita,sasia,0.006858475766319579
witch17,SSP4,current_emis_percapita,seasia,0.02807603680126526
witch17,SSP4,current_emis_percapita,southafrica,0.06896941576214935
witch17,SSP4,current_emis_percapita,ssa,0.0154536451301123
witch17,SSP4,current_emis_percapita,te,0.06207484302220393
witch17,SSP4,current_emis_percapita,usa,0.13277547302475246
witch17,SSP5,current_emis_percapita,brazil,0.04000987354777454
witch17,SSP5,current_emis_percapita,canada,0.15598566676480996
witch17,SSP5,current_emis_percapita,china,0.05844308959710686
witch17,SSP5,current_emis_percapita,europe,0.04908813254636892
witch17,SSP5,current_emis_percapita,india,0.013706347473072684
witch17,SSP5,current_emis_percapita,indonesia,0.0563973454791636
witch17,SSP5,current_emis_percapita,jpnkor,0.08415935563809956
witch17,SSP5,current_emis_percapita,laca,0.04230705218078733
witch17,SSP5,current_emis_percapita,mena,0.05293390564213501
witch17,SSP5,current_emis_percapita,mexico,0.036460601632838624
witch17,SSP5,current_emis_percapita,oceania,0.09632382508092979
witch17,SSP5,current_emis_percapita,sasia,0.006867453663703725
witch17,SSP5,current_emis_percapita,seasia,0.02817224716497058
witch17,SSP5,current_emis_percapita,southafrica,0.06883326635313045
witch17,SSP5,current_emis_percapita,ssa,0.0156835187133423
witch17,SSP5,current_emis_percapita,te,0.06205018179376759
witch17,SSP5,current_emis_percapita,usa,0.13257813672799848
witch17,SSP1,current_emis_percapita_inv,brazil,0.04670230662199828
witch17,SSP1,current_emis_percapita_inv,canada,0.01195777420402603
witch17,SSP1,current_emis_percapita_inv,china,0.03195602643933929
witch17,SSP1,current_emis_percapita_inv,europe,0.03810872957039784
witch17,SSP1,current_emis_percapita_inv,india,0.13629789217516391
witch17,SSP1,current_emis_percapita_inv,indonesia,0.033128879247493796
witch17,SSP1,current_emis_percapita_inv,jpnkor,0.022205675388681484
witch17,SSP1,current_emis_percapita_inv,laca,0.04420746239611859
witch17,SSP1,current_emis_percapita_inv,mena,0.03564579727486577
witch17,SSP1,current_emis_percapita_inv,mexico,0.05125732811629112
witch17,SSP1,current_emis_percapita_inv,oceania,0.019451649125933487
witch17,SSP1,current_emis_percapita_inv,sasia,0.27215526254867883
witch17,SSP1,current_emis_percapita_inv,seasia,0.06642621335736378
witch17,SSP1,current_emis_percapita_inv,southafrica,0.02713303906499776
witch17,SSP1,current_emis_percapita_inv,ssa,0.1191401309233609
witch17,SSP1,current_emis_percapita_inv,te,0.03012949575750339
witch17,SSP1,current_emis_percapita_inv,usa,0.014096337787785665
witch17,SSP2,current_emis_percapita_inv,brazil,0.04669419312827393
witch17,SSP2,current_emis_percapita_inv,canada,0.011929448286092926
witch17,SSP2,current_emis_percapita_inv,china,0.031889237471179804
witch17,SSP2,current_emis_percapita_inv,europe,0.03801030172541983
witch17,SSP2,current_emis_percapita_inv,india,0.1360334546225699
witch17,SSP2,current_emis_percapita_inv,indonesia,0.0331600085873712
witch17,SSP2,current_emis_percapita_inv,jpnkor,0.02214927236808832
witch17,SSP2,current_emis_percapita_inv,laca,0.04426514533400529
witch17,SSP2,current_emis_percapita_inv,mena,0.03562308990824619
witch17,SSP2,current_emis_percapita_inv,mexico,0.051152077224849136
witch17,SSP2,current_emis_percapita_inv,oceania,0.019461296079075978
witch17,SSP2,current_emis_percapita_inv,sasia,0.2719907474808999
witch17,SSP2,current_emis_percapita_inv,seasia,0.06642979002357402
witch17,SSP2,current_emis_percapita_inv,southafrica,0.027079713825655195
witch17,SSP2,current_emis_percapita_inv,ssa,0.11999174814442695
witch17,SSP2,current_emis_percapita_inv,te,0.030076920211297566
witch17,SSP2,current_emis_percapita_inv,usa,0.014063555578973846
witch17,SSP3,current_emis_percapita_inv,brazil,0.04666550552201445
witch17,SSP3,current_emis_percapita_inv,canada,0.011878453239272517
witch17,SSP3,current_emis_percapita_inv,china,0.03180910410690747
witch17,SSP3,current_emis_percapita_inv,europe,0.03792422412140378
witch17,SSP3,current_emis_percapita_inv,india,0.13570644935670606
witch17,SSP3,current_emis_percapita_inv,indonesia,0.033177894204701054
witch17,SSP3,current_emis_percapita_inv,jpnkor,0.02208639478079082
witch17,SSP3,current_emis_percapita_inv,laca,0.0443698465763428
witch17,SSP3,current_emis_percapita_inv,mena,0.03594364535031495
witch17,SSP3,current_emis_percapita_inv,mexico,0.05102874355289019
witch17,SSP3,current_emis_percapita_inv,oceania,0.019487263409580766
witch17,SSP3,current_emis_percapita_inv,sasia,0.271722317251272
witch17,SSP3,current_emis_percapita_inv,seasia,0.06647275209865323
witch17,SSP3,current_emis_percapita_inv,southafrica,0.027016027273147666
witch17,SSP3,current_emis_percapita_inv,ssa,0.12063854712920115
witch17,SSP3,current_emis_percapita_inv,te,0.030044269552061215
witch17,SSP3,current_emis_percapita_inv,usa,0.014028562474739863
witch17,SSP4,current_emis_percapita_inv,brazil,0.04657785556609503
witch17,SSP4,current_emis_percapita_inv,canada,0.011910490051228951
witch17,SSP4,current_emis_percapita_inv,china,0.03185316750564669
witch17,SSP4,current_emis_percapita_inv,europe,0.03798220217906746
witch17,SSP4,current_emis_percapita_inv,india,0.13585793746888383
witch17,SSP4,current_emis_percapita_inv,indonesia,0.03300131009752605
witch17,SSP4,current_emis_percapita_inv,jpnkor,0.022126105980140528
witch17,SSP4,current_emis_percapita_inv,laca,0.044277651789062546
witch17,SSP4,current_emis_percapita_inv,mena,0.03559569137579294
witch17,SSP4,current_emis_percapita_inv,mexico,0.051079367606486833
witch17,SSP4,current_emis_percapita_inv,oceania,0.019463413958437658
witch17,SSP4,current_emis_percapita_inv,sasia,0.2719809972026794
witch17,SSP4,current_emis_percapita_inv,seasia,0.06644011373179086
witch17,SSP4,current_emis_percapita_inv,southafrica,0.027046409739746327
witch17,SSP4,current_emis_percapita_inv,ssa,0.12070777234163486
witch17,SSP4,current_emis_percapita_inv,te,0.030050419580550086
witch17,SSP4,current_emis_percapita_inv,usa,0.014049093825229756
witch17,SSP5,current_emis_percapita_inv,brazil,0.046730183820193706
witch17,SSP5,current_emis_percapita_inv,canada,0.01198615734565686
witch17,SSP5,current_emis_percapita_inv,china,0.03199127148135518
witch17,SSP5,current_emis_percapita_inv,europe,0.0380879990442519
witch17,SSP5,current_emis_percapita_inv,india,0.13640897030980265
witch17,SSP5,current_emis_percapita_inv,indonesia,0.03315171537995476
witch17,SSP5,current_emis_percapita_inv,jpnkor,0.02221581583335932
witch17,SSP5,current_emis_percapita_inv,laca,0.04419283899811087
witch17,SSP5,current_emis_percapita_inv,mena,0.0353208160786452
witch17,SSP5,current_emis_percapita_inv,mexico,0.05127915233922726
witch17,SSP5,current_emis_percapita_inv,oceania,0.019410241899543997
witch17,SSP5,current_emis_percapita_inv,sasia,0.272250653163034
witch17,SSP5,current_emis_percapita_inv,seasia,0.06636562339389665
witch17,SSP5,current_emis_percapita_inv,southafrica,0.027162284235043858
witch17,SSP5,current_emis_percapita_inv,ssa,0.11921232598904247
witch17,SSP5,current_emis_percapita_inv,te,0.03013155951298119
witch17,SSP5,current_emis_percapita_inv,usa,0.014102391175900153
witch17,SSP1,hist_emis,brazil,0.05310646214588816
witch17,SSP1,hist_emis,canada,0.05756833344427365
witch17,SSP1,hist_emis,china,0.06786617478684537
witch17,SSP1,hist_emis,europe,0.0713034487741803
witch17,SSP1,hist_emis,india,0.05929504741689237
witch17,SSP1,hist_emis,indonesia,0.05200416114100641
witch17,SSP1,hist_emis,jpnkor,0.06289372403986819
witch17,SSP1,hist_emis,laca,0.057526064508112956
witch17,SSP1,hist_emis,mena,0.0613379896003445
witch17,SSP1,hist_emis,mexico,0.05455482701108025
witch17,SSP1,hist_emis,oceania,0.054770040109309436
witch17,SSP1,hist_emis,sasia,0.04829130410315015
witch17,SSP1,hist_emis,seasia,0.054957583585854224
witch17,SSP1,hist_emis,southafrica,0.05482792525550499
witch17,SSP1,hist_emis,ssa,0.05064152907231732
witch17,SSP1,hist_emis,te,0.067316991029586
witch17,SSP1,hist_emis,usa,0.07173839397578563
witch17,SSP2,hist_emis,brazil,0.05310646214588816
witch17,SSP2,hist_emis,canada,0.05756833344427365
witch17,SSP2,hist_emis,china,0.06786617478684537
witch17,SSP2,hist_emis,europe,0.0713034487741803
witch17,SSP2,hist_emis,india,0.05929504741689237
witch17,SSP2,hist_emis,indonesia,0.05200416114100641
witch17,SSP2,hist_emis,jpnkor,0.06289372403986819
witch17,SSP2,hist_emis,laca,0.057526064508112956
witch17,SSP2,hist_emis,mena,0.0613379896003445
witch17,SSP2,hist_emis,mexico,0.05455482701108025
witch17,SSP2,hist_emis,oceania,0.054770040109309436
witch17,SSP2,hist_emis,sasia,0.04829130410315015
witch17,SSP2,hist_emis,seasia,0.054957583585854224
witch17,SSP2,hist_emis,southafrica,0.05482792525550499
witch17,SSP2,hist_emis,ssa,0.05064152907231732
witch17,SSP2,hist_emis,te,0.067316991029586
witch17,SSP2,hist_emis,usa,0.07173839397578563
witch17,SSP3,hist_emis,brazil,0.05310646214588816
witch17,SSP3,hist_emis,canada,0.05756833344427365
witch17,SSP3,hist_emis,china,0.06786617478684537
witch17,SSP3,hist_emis,europe,0.0713034487741803
